Scaffold,n_Scaffold,ClusterCount,IntraTanimoto,IntraCosine,InterTanimoto,InterCosine,TanimotoDifference,CosineDifference,Selected_Scaffold
O=C(Cc1ccccc1)c1ccccc1,11,2,0.31720088688311754,0.12665029555798957,0.283731101191208,0.025084617629789686,0.03346978569190956,0.10156567792819989,False
O=C(Cn1c(-c2ccccc2)nccc1=O)Nc1ccccc1,13,2,0.6939840289346,0.24359279573412496,0.6464897821930833,-0.05502567449399455,0.0474942467415167,0.2986184702281195,True
O=C(Cn1cccn1)N1CC(c2ccccc2)C2C1C1CCN2CC1,10,2,0.58053436301497,0.06601713243743806,0.5850644999718849,-0.027058167588517257,-0.004530136956914954,0.09307530002595532,False
O=C(Cn1cccn1)N1CCCC1c1ncc(Cc2ccccc2)o1,7,2,0.5465354817395018,0.061297351170710945,0.5228560238307339,-0.05052031265595971,0.02367945790876791,0.11181766382667066,False
O=C(Cn1cccn1)N1CCCCC1c1ncc(Cc2ccccc2)o1,9,2,0.6176454229812777,0.07844672120436516,0.6209552457584808,-0.005450734668871655,-0.003309822777203153,0.08389745587323681,False
O=C(Cn1cccnc1=O)N1CCCCC1c1ncc(Cc2ccccc2)o1,12,2,0.6866313309896146,0.05746400774132988,0.6027268105849437,-0.021078224470554043,0.08390452040467089,0.07854223221188392,False
O=C(Cn1nc(-c2nc(-c3ccccc3)no2)ccc1=O)Nc1ccccc1,12,2,0.7477207179080142,0.2746296317917529,0.7278518957240036,0.15880146459577515,0.019868822184010648,0.11582816719597777,False
O=C(N=c1cc[nH]n1-c1ncccn1)c1ccccc1,14,2,0.49801084266583073,0.47193782746773216,0.47663849765282446,0.13610217230873814,0.021372345013006278,0.33583565515899405,True
O=C(NC1CCNCC1)c1ccc(-c2ccccc2)o1,7,2,0.54953237303216,0.13404304647075757,0.48541449677922466,-0.06550656217072291,0.0641178762529353,0.19954960864148047,False
O=C(NC1CCS(=O)(=O)C1)c1ccc(-c2ccccc2)o1,9,2,0.5468455317193633,0.1239431960036987,0.5358937969589738,-0.03459597709246438,0.010951734760389575,0.15853917309616308,False
O=C(NCC1CC2CCN1CC2c1cc(-c2ccccc2)n[nH]1)c1ccccc1,7,2,0.7633387256053666,0.3589327473994701,0.7858251019896706,0.22668956467692347,-0.022486376384303952,0.13224318272254665,False
O=C(NCC1CCOC1)c1ccccc1,7,2,0.5214647597992447,0.056098398327815296,0.5755705385600502,-0.032888431342468834,-0.05410577876080558,0.08898682967028412,False
O=C(NCCN1CCOCC1)C(=O)Nc1ccccc1,7,2,0.5633892780104214,0.06085822140818434,0.6157398429078706,0.01915459787501395,-0.05235056489744927,0.04170362353317039,False
O=C(NCCc1ccccc1)c1ccccc1,10,2,0.2998768616684565,0.08239487440098323,0.32503801995153486,-0.05218843030862449,-0.025161158283078355,0.13458330470960772,False
O=C(NCc1cc(-c2ccccc2)on1)C1CC1,7,2,0.5059804205393206,0.11427557114780576,0.5332028612356909,-0.0007850953966256786,-0.027222440696370365,0.11506066654443144,False
O=C(NCc1cc(-c2ccccc2)on1)c1ccccc1,47,2,0.451912466082689,0.03370296163987385,0.447615371986241,-0.006819428504218787,0.004297094096447962,0.04052239014409264,False
O=C(NCc1ccccc1)c1ccc(CS(=O)Cc2ccccc2)o1,8,2,0.5551146693797,0.10240914005590669,0.6023662853144383,-0.04335407239976187,-0.047251615934738256,0.14576321245566856,False
O=C(NCc1ccccc1)c1ccc(NC(=O)C2CC2)s1,9,2,0.43684228570977357,0.11506975143539482,0.4337181655116774,0.028997886600200095,0.0031241201980961586,0.08607186483519472,False
O=C(NCc1ccccc1)c1cccc(N2CCNC(c3ccccc3)C2)n1,11,2,0.7223649950960921,0.5728954716180997,0.7227591994412974,0.4201795670380064,-0.0003942043452053179,0.15271590458009332,False
O=C(NCc1ccccc1)c1ccccc1,31,2,0.23129595780570333,0.09380581699155484,0.24631840880813327,-0.014646382679830035,-0.015022451002429937,0.10845219967138488,False
O=C(NCc1ccccc1)c1ccnc2c1cnn2-c1ccccc1,8,2,0.5093887116778255,0.1742069293493751,0.5710217789468539,0.0768702149605971,-0.061633067269028396,0.097336714388778,False
O=C(Nc1c[nH]c2ccccc12)c1cccs1,9,2,0.7065948120295222,0.17010383347093438,0.7145207366093966,0.04848765562431657,-0.0079259245798744,0.12161617784661782,False
